"nuts","year","risk_pct"
"PL5",2011,NA
"PL6",2011,NA
"PT",2011,24.4
"RO",2011,40.9
"RO1",2011,33
"RO11",2011,35.2
"RO12",2011,30.6
"RO2",2011,50.8
"RO21",2011,51.7
"RO22",2011,49.6
"RO3",2011,37.7
"RO31",2011,43.5
"RO32",2011,29.7
"RO4",2011,40.6
"RO41",2011,45.8
"RO42",2011,34.6
"RS",2011,NA
"SE",2011,18.5
"SE1",2011,17.2
"SE11",2011,14.9
"SE12",2011,20.1
"SE2",2011,19.3
"SE21",2011,18.1
"SE22",2011,20.2
"SE23",2011,19.2
"SE3",2011,19.2
"SE31",2011,20.1
"SE32",2011,18.6
"SE33",2011,18.4
"SI",2011,19.3
"SI01",2011,22.3
"SI02",2011,16.1
"SK",2011,20.6
"SK01",2011,17.1
"SK02",2011,18.1
"SK03",2011,20.9
"SK04",2011,24.6
"TR",2011,63.8
"UK",2011,22.7
"AT",2012,18.5
"AT11",2012,NA
"AT12",2012,NA
"AT13",2012,NA
"AT21",2012,NA
"AT22",2012,NA
"AT31",2012,NA
"AT32",2012,NA
"AT33",2012,NA
"AT34",2012,NA
"BE",2012,21.6
"BG",2012,49.3
"BG3",2012,53.7
"BG31",2012,52.6
"BG32",2012,53.9
"BG33",2012,51
"BG34",2012,56.7
"BG4",2012,44.6
"BG41",2012,39.1
"BG42",2012,52.6
"CH",2012,17.5
"CH01",2012,18.3
"CH02",2012,21.3
"CH03",2012,14.6
"CH04",2012,11.9
"CH05",2012,18
"CH06",2012,14.4
"CH07",2012,32.9
"CY",2012,27.1
"CZ",2012,15.4
"CZ01",2012,12.5
"CZ02",2012,12.3
"CZ03",2012,12.4
"CZ04",2012,23.7
"CZ05",2012,13.2
"CZ06",2012,13.7
"CZ07",2012,16
"CZ08",2012,20.9
"DE",2012,19.6
"DE11",2012,NA
"DE12",2012,NA
"DE13",2012,NA
"DE14",2012,NA
"DE21",2012,NA
"DE22",2012,NA
"DE23",2012,NA
"DE24",2012,NA
"DE25",2012,NA
"DE26",2012,NA
"DE27",2012,NA
"DE30",2012,NA
"DE40",2012,NA
"DE50",2012,NA
"DE60",2012,NA
"DE71",2012,NA
"DE72",2012,NA
"DE73",2012,NA
"DE80",2012,NA
"DE91",2012,NA
"DE92",2012,NA
"DE93",2012,NA
"DE94",2012,NA
"DEA1",2012,NA
"DEA2",2012,NA
"DEA3",2012,NA
"DEA4",2012,NA
"DEA5",2012,NA
"DEB1",2012,NA
"DEB2",2012,NA
"DEB3",2012,NA
"DEC0",2012,NA
"DED2",2012,NA
"DED4",2012,NA
"DED5",2012,NA
"DEE0",2012,NA
"DEF0",2012,NA
"DEG0",2012,NA
"DK",2012,17.5
"DK01",2012,18.8
"DK02",2012,18.4
"DK03",2012,15.6
"DK04",2012,18.5
"DK05",2012,13.9
"EE",2012,23.4
"EL",2012,34.6
"EL3",2012,30.6
"EL4",2012,31.3
"EL5",2012,36.8
"EL6",2012,39.7
"ES",2012,27.2
"ES1",2012,24
"ES11",2012,23.8
"ES12",2012,24.5
"ES13",2012,24.1
"ES2",2012,17.5
"ES21",2012,17.7
"ES22",2012,12
"ES23",2012,22.6
"ES24",2012,18.4
"ES3",2012,19.8
"ES30",2012,19.8
"ES4",2012,28.7
"ES41",2012,20.4
"ES42",2012,35.1
"ES43",2012,35.2
"ES5",2012,25.7
"ES51",2012,22.6
"ES52",2012,30.6
"ES53",2012,25.1
"ES6",2012,36.2
"ES61",2012,36.9
"ES62",2012,33.5
"ES63",2012,38.4
"ES64",2012,14.5
"ES7",2012,40.3
"ES70",2012,40.3
"FI",2012,17.2
"FI1",2012,17.2
"FI13",2012,NA
"FI18",2012,NA
"FI19_20",2012,18.6
"FI1A",2012,NA
"FI1B",2012,11.3
"FI1C",2012,18.8
"FI1D",2012,21.2
"FI2",2012,20.5
"FR",2012,19.1
"HR",2012,32.6
"HR03",2012,NA
"HR04",2012,NA
"HU",2012,33.5
"HU1",2012,28.5
"HU10",2012,28.5
"HU11",2012,NA
"HU12",2012,NA
"HU2",2012,29.5
"HU21",2012,29.3
"HU22",2012,22.4
"HU23",2012,37.1
"HU3",2012,40.1
"HU31",2012,43.7
"HU32",2012,41.3
"HU33",2012,35.4
"IE",2012,30.3
"IE01",2012,NA
"IE02",2012,NA
"IS",2012,12.7
"IT",2012,29.9
"ITC",2012,19.8
"ITC1",2012,20.3
"ITC2",2012,15
"ITC3",2012,21.4
"ITC4",2012,19.3
"ITF",2012,46.7
"ITF1",2012,27.7
"ITF2",2012,36.1
"ITF3",2012,50.1
"ITF4",2012,49
"ITF5",2012,46.9
"ITF6",2012,46.4
"ITG",2012,49.9
"ITG1",2012,56.9
"ITG2",2012,28.4
"ITH",2012,16.7
"ITH1",2012,12.2
"ITH2",2012,19.2
"ITH3",2012,17.1
"ITH4",2012,18
"ITH5",2012,16
"ITI",2012,24.9
"ITI1",2012,21.2
"ITI2",2012,22
"ITI3",2012,23.2
"ITI4",2012,28.3
"LT",2012,32.5
"LU",2012,18.4
"LV",2012,36.2
"MK",2012,50.3
"MT",2012,23.1
"NL",2012,15
"NL1",2012,15.1
"NL11",2012,NA
"NL12",2012,NA
"NL13",2012,NA
"NL2",2012,14.3
"NL21",2012,NA
"NL22",2012,NA
"NL23",2012,NA
"NL3",2012,16.2
"NL31",2012,NA
"NL32",2012,NA
"NL33",2012,NA
"NL34",2012,NA
"NL4",2012,13
"NL41",2012,NA
"NL42",2012,NA
"NO",2012,13.8
"NO01",2012,13.9
"NO02",2012,14.3
"NO03",2012,12.9
"NO04",2012,12.7
"NO05",2012,13.3
"NO06",2012,15.5
"NO07",2012,15.2
"PL",2012,26.7
"PL1",2012,23.6
"PL2",2012,24.5
"PL3",2012,33.4
"PL4",2012,27.1
"PL5",2012,26.6
"PL6",2012,25.8
"PT",2012,25.3
"RO",2012,43.2
"RO1",2012,33.9
"RO11",2012,33.5
"RO12",2012,34.3
"RO2",2012,53
"RO21",2012,52.1
"RO22",2012,54.1
"RO3",2012,39.6
"RO31",2012,45.5
"RO32",2012,31.4
"RO4",2012,45.3
"RO41",2012,48.4
"RO42",2012,41.7
"RS",2012,NA
"SE",2012,17.8
"SE1",2012,15.8
"SE11",2012,13.5
"SE12",2012,18.9
"SE2",2012,18.6
"SE21",2012,16.1
"SE22",2012,21.3
"SE23",2012,17.8
"SE3",2012,19.9
"SE31",2012,19.2
"SE32",2012,21.2
"SE33",2012,20.1
"SI",2012,19.6
"SI01",2012,22.5
"SI02",2012,16.5
"SK",2012,20.5
"SK01",2012,16.9
"SK02",2012,18.7
"SK03",2012,22.1
"SK04",2012,22.7
"TR",2012,61.3
"UK",2012,24.1
"AT",2013,18.8
"AT11",2013,NA
"AT12",2013,NA
"AT13",2013,NA
"AT21",2013,NA
"AT22",2013,NA
"AT31",2013,NA
"AT32",2013,NA
"AT33",2013,NA
"AT34",2013,NA
"BE",2013,20.8
"BG",2013,48
"BG3",2013,51.8
"BG31",2013,52.8
"BG32",2013,48.4
"BG33",2013,54.7
"BG34",2013,51.1
"BG4",2013,44.1
"BG41",2013,37.1
"BG42",2013,54.2
"CH",2013,16.3
"CH01",2013,15.6
"CH02",2013,19.7
"CH03",2013,13.2
"CH04",2013,12.1
"CH05",2013,17.9
"CH06",2013,13.7
"CH07",2013,30.2
"CY",2013,27.8
"CZ",2013,14.6
"CZ01",2013,10.2
"CZ02",2013,9.9
"CZ03",2013,11.5
"CZ04",2013,25.8
"CZ05",2013,13.8
"CZ06",2013,11.1
"CZ07",2013,14.7
"CZ08",2013,22.9
"DE",2013,20.3
"DE11",2013,NA
"DE12",2013,NA
"DE13",2013,NA
"DE14",2013,NA
"DE21",2013,NA
"DE22",2013,NA
"DE23",2013,NA
"DE24",2013,NA
"DE25",2013,NA
"DE26",2013,NA
"DE27",2013,NA
"DE30",2013,NA
"DE40",2013,NA
"DE50",2013,NA
"DE60",2013,NA
"DE71",2013,NA
"DE72",2013,NA
"DE73",2013,NA
"DE80",2013,NA
"DE91",2013,NA
"DE92",2013,NA
"DE93",2013,NA
"DE94",2013,NA
"DEA1",2013,NA
"DEA2",2013,NA
"DEA3",2013,NA
"DEA4",2013,NA
"DEA5",2013,NA
"DEB1",2013,NA
"DEB2",2013,NA
"DEB3",2013,NA
"DEC0",2013,NA
"DED2",2013,NA
"DED4",2013,NA
"DED5",2013,NA
"DEE0",2013,NA
"DEF0",2013,NA
"DEG0",2013,NA
"DK",2013,18.3
"DK01",2013,16.7
"DK02",2013,16.3
"DK03",2013,17
"DK04",2013,21.3
"DK05",2013,20.5
"EE",2013,23.5
"EL",2013,35.7
"EL3",2013,34
"EL4",2013,33.7
"EL5",2013,37
"EL6",2013,37.7
"ES",2013,27.3
"ES1",2013,23.9
"ES11",2013,24.3
"ES12",2013,21.8
"ES13",2013,25.3
"ES2",2013,17.7
"ES21",2013,16.8
"ES22",2013,14.5
"ES23",2013,22.2
"ES24",2013,19.8
"ES3",2013,20.1
"ES30",2013,20.1
"ES4",2013,29.6
"ES41",2013,20.8
"ES42",2013,36.7
"ES43",2013,36.1
"ES5",2013,25
"ES51",2013,20.1
"ES52",2013,31.7
"ES53",2013,27.8
"ES6",2013,37.7
"ES61",2013,38.3
"ES62",2013,34.1
"ES63",2013,47
"ES64",2013,31.4
"ES7",2013,35.5
"ES70",2013,35.5
"FI",2013,16
"FI1",2013,15.9
"FI13",2013,NA
"FI18",2013,NA
"FI19_20",2013,16
"FI1A",2013,NA
"FI1B",2013,11.6
"FI1C",2013,17.5
"FI1D",2013,19.7
"FI2",2013,25.5
"FR",2013,18.1
"HR",2013,29.9
"HR03",2013,26.3
"HR04",2013,31.7
"HU",2013,34.8
"HU1",2013,32.4
"HU10",2013,32.4
"HU11",2013,NA
"HU12",2013,NA
"HU2",2013,29.3
"HU21",2013,27.6
"HU22",2013,23.7
"HU23",2013,37.3
"HU3",2013,40.8
"HU31",2013,45.1
"HU32",2013,43.5
"HU33",2013,33.6
"IE",2013,29.9
"IE01",2013,NA
"IE02",2013,NA
"IS",2013,13
"IT",2013,28.5
"ITC",2013,18
"ITC1",2013,16.5
"ITC2",2013,21.3
"ITC3",2013,23.4
"ITC4",2013,17.7
"ITF",2013,45
"ITF1",2013,26.1
"ITF2",2013,44.7
"ITF3",2013,49.8
"ITF4",2013,43.6
"ITF5",2013,48.5
"ITF6",2013,45.6
"ITG",2013,49.4
"ITG1",2013,55
"ITG2",2013,32.2
"ITH",2013,16.5
"ITH1",2013,12.4
"ITH2",2013,13.2
"ITH3",2013,16.1
"ITH4",2013,16.1
"ITH5",2013,17.8
"ITI",2013,22.8
"ITI1",2013,18.4
"ITI2",2013,22.7
"ITI3",2013,21.8
"ITI4",2013,26.1
"LT",2013,30.8
"LU",2013,19
"LV",2013,35.1
"MK",2013,48.1
"MT",2013,24.6
"NL",2013,15.9
"NL1",2013,16.4
"NL11",2013,NA
"NL12",2013,NA
"NL13",2013,NA
"NL2",2013,14.1
"NL21",2013,NA
"NL22",2013,NA
"NL23",2013,NA
"NL3",2013,17.4
"NL31",2013,NA
"NL32",2013,NA
"NL33",2013,NA
"NL34",2013,NA
"NL4",2013,14.2
"NL41",2013,NA
"NL42",2013,NA
"NO",2013,14.2
"NO01",2013,15.2
"NO02",2013,14.4
"NO03",2013,14
"NO04",2013,11.9
"NO05",2013,12.5
"NO06",2013,17.4
"NO07",2013,15
"PL",2013,25.8
"PL1",2013,23.6
"PL2",2013,24.7
"PL3",2013,30.6
"PL4",2013,24.6
"PL5",2013,25.2
"PL6",2013,26.4
"PT",2013,27.5
"RO",2013,41.9
"RO1",2013,34
"RO11",2013,32.3
"RO12",2013,36
"RO2",2013,52.6
"RO21",2013,51.5
"RO22",2013,53.9
"RO3",2013,37.2
"RO31",2013,42
"RO32",2013,30.7
"RO4",2013,42.6
"RO41",2013,44.6
"RO42",2013,40.4
"RS",2013,42
"SE",2013,18.3
"SE1",2013,16.5
"SE11",2013,14.8
"SE12",2013,18.9
"SE2",2013,19.8
"SE21",2013,19.4
"SE22",2013,22.4
"SE23",2013,17.9
"SE3",2013,18.5
"SE31",2013,19.8
"SE32",2013,20.3
"SE33",2013,15.2
"SI",2013,20.4
"SI01",2013,22.5
"SI02",2013,18.1
"SK",2013,19.8
"SK01",2013,19.6
"SK02",2013,17.7
"SK03",2013,20
"SK04",2013,21.9
"TR",2013,51.2
"UK",2013,24.8
"AT",2014,19.2
"AT11",2014,11.9
"AT12",2014,14.9
"AT13",2014,28.4
"AT21",2014,18.7
"AT22",2014,16.3
"AT31",2014,15.2
"AT32",2014,16
"AT33",2014,18.4
"AT34",2014,21.9
"BE",2014,21.2
"BG",2014,40.1
"BG3",2014,44
"BG31",2014,46.1
"BG32",2014,43.7
"BG33",2014,45.6
"BG34",2014,41.2
"BG4",2014,36.1
"BG41",2014,28.6
"BG42",2014,46.9
"CH",2014,16.4
"CH01",2014,16.7
"CH02",2014,19.7
"CH03",2014,16.2
"CH04",2014,11.1
"CH05",2014,16.4
"CH06",2014,12.9
"CH07",2014,28.5
"CY",2014,27.4
"CZ",2014,14.8
"CZ01",2014,10.2
"CZ02",2014,9.8
"CZ03",2014,12.5
"CZ04",2014,21.9
"CZ05",2014,14
"CZ06",2014,12.8
"CZ07",2014,17
"CZ08",2014,22.5
"DE",2014,20.6
"DE11",2014,NA
"DE12",2014,NA
"DE13",2014,NA
"DE14",2014,NA
"DE21",2014,NA
"DE22",2014,NA
"DE23",2014,NA
"DE24",2014,NA
"DE25",2014,NA
"DE26",2014,NA
"DE27",2014,NA
"DE30",2014,NA
"DE40",2014,NA
"DE50",2014,NA
"DE60",2014,NA
"DE71",2014,NA
"DE72",2014,NA
"DE73",2014,NA
"DE80",2014,NA
"DE91",2014,NA
"DE92",2014,NA
"DE93",2014,NA
"DE94",2014,NA
"DEA1",2014,NA
"DEA2",2014,NA
"DEA3",2014,NA
"DEA4",2014,NA
"DEA5",2014,NA
"DEB1",2014,NA
"DEB2",2014,NA
"DEB3",2014,NA
"DEC0",2014,NA
"DED2",2014,NA
"DED4",2014,NA
"DED5",2014,NA
"DEE0",2014,NA
"DEF0",2014,NA
"DEG0",2014,NA
"DK",2014,17.9
"DK01",2014,18.4
"DK02",2014,18.1
"DK03",2014,17.7
"DK04",2014,18.1
"DK05",2014,16.5
"EE",2014,26
"EL",2014,36
"EL3",2014,31.6
"EL4",2014,39.4
"EL5",2014,36.7
"EL6",2014,40.6
"ES",2014,29.2
"ES1",2014,24.2
"ES11",2014,23.8
"ES12",2014,23.4
"ES13",2014,27.4
"ES2",2014,17.2
"ES21",2014,15.3
"ES22",2014,14.5
"ES23",2014,20.1
"ES24",2014,20.7
"ES3",2014,19.2
"ES30",2014,19.2
"ES4",2014,32.7
"ES41",2014,26.1
"ES42",2014,36.9
"ES43",2014,39.8
"ES5",2014,26.7
"ES51",2014,21.8
"ES52",2014,34.7
"ES53",2014,23.8
"ES6",2014,42.6
"ES61",2014,42.3
"ES62",2014,44.9
"ES63",2014,47.9
"ES64",2014,25.8
"ES7",2014,37
"ES70",2014,37
"FI",2014,17.3
"FI1",2014,17.2
"FI13",2014,NA
"FI18",2014,NA
"FI19_20",2014,17.7
"FI1A",2014,NA
"FI1B",2014,12.6
"FI1C",2014,18
"FI1D",2014,21.6
"FI2",2014,20.2
"FR",2014,18.5
"HR",2014,29.3
"HR03",2014,26.8
"HR04",2014,30.5
"HU",2014,31.8
"HU1",2014,29.1
"HU10",2014,29.1
"HU11",2014,NA
"HU12",2014,NA
"HU2",2014,27.8
"HU21",2014,23.4
"HU22",2014,23.6
"HU23",2014,37.5
"HU3",2014,36.9
"HU31",2014,41.7
"HU32",2014,38.8
"HU33",2014,30.2
"IE",2014,27.5
"IE01",2014,NA
"IE02",2014,NA
"IS",2014,11.2
"IT",2014,28.3
"ITC",2014,19.1
"ITC1",2014,18.8
"ITC2",2014,17.5
"ITC3",2014,26.5
"ITC4",2014,18.1
"ITF",2014,43.4
"ITF1",2014,29.5
"ITF2",2014,40.7
"ITF3",2014,49
"ITF4",2014,40.6
"ITF5",2014,39.6
"ITF6",2014,43.5
"ITG",2014,50.3
"ITG1",2014,54.4
"ITG2",2014,37.7
"ITH",2014,16.2
"ITH1",2014,9.7
"ITH2",2014,13.6
"ITH3",2014,16.9
"ITH4",2014,16.3
"ITH5",2014,16.4
"ITI",2014,22.1
"ITI1",2014,19.2
"ITI2",2014,21.9
"ITI3",2014,19.6
"ITI4",2014,24.7
"LT",2014,27.3
"LU",2014,19
"LV",2014,32.7
"MK",2014,43.3
"MT",2014,23.9
"NL",2014,16.5
"NL1",2014,15.8
"NL11",2014,NA
"NL12",2014,NA
"NL13",2014,NA
"NL2",2014,16.3
"NL21",2014,NA
"NL22",2014,NA
"NL23",2014,NA
"NL3",2014,17.9
"NL31",2014,NA
"NL32",2014,NA
"NL33",2014,NA
"NL34",2014,NA
"NL4",2014,13.9
"NL41",2014,NA
"NL42",2014,NA
"NO",2014,13.5
"NO01",2014,12.1
"NO02",2014,17.1
"NO03",2014,14.8
"NO04",2014,11.5
"NO05",2014,13
"NO06",2014,14.7
"NO07",2014,14.5
"PL",2014,24.7
"PL1",2014,22.6
"PL2",2014,21.7
"PL3",2014,29.1
"PL4",2014,24
"PL5",2014,24.1
"PL6",2014,27.5
"PT",2014,27.5
"RO",2014,40.3
"RO1",2014,33.8
"RO11",2014,32.1
"RO12",2014,35.7
"RO2",2014,51.1
"RO21",2014,49.4
"RO22",2014,53.2
"RO3",2014,34.7
"RO31",2014,41.7
"RO32",2014,25.1
"RO4",2014,40.5
"RO41",2014,40.9
"RO42",2014,40.1
"RS",2014,42.6
"SE",2014,18.2
"SE1",2014,15.6
"SE11",2014,14.4
"SE12",2014,17.2
"SE2",2014,19.7
"SE21",2014,19.3
"SE22",2014,20
"SE23",2014,19.7
"SE3",2014,20
"SE31",2014,21.3
"SE32",2014,24.5
"SE33",2014,14.5
"SI",2014,20.4
"SI01",2014,22.5
"SI02",2014,17.9
"SK",2014,18.4
"SK01",2014,16.5
"SK02",2014,15.4
"SK03",2014,20.2
"SK04",2014,21
"TR",2014,41.6
"UK",2014,24.1
"AT",2015,18.3
"AT11",2015,14.2
"AT12",2015,13.6
"AT13",2015,27.3
"AT21",2015,16.6
"AT22",2015,17.1
"AT31",2015,15.5
"AT32",2015,15.6
"AT33",2015,19.2
"AT34",2015,22.6
"BE",2015,21.1
"BG",2015,41.3
"BG3",2015,45.1
"BG31",2015,44.8
"BG32",2015,44.9
"BG33",2015,48.3
"BG34",2015,42.5
"BG4",2015,37.5
"BG41",2015,30
"BG42",2015,48.6
"CH",2015,18.2
"CH01",2015,18.1
"CH02",2015,19.3
"CH03",2015,15.2
"CH04",2015,14.4
"CH05",2015,18.5
"CH06",2015,19.3
"CH07",2015,34.3
"CY",2015,28.9
"CZ",2015,14
"CZ01",2015,10.6
"CZ02",2015,10
"CZ03",2015,11.2
"CZ04",2015,21.7
"CZ05",2015,10.2
"CZ06",2015,12.6
"CZ07",2015,16.4
"CZ08",2015,21.7
"DE",2015,20
"DE11",2015,NA
"DE12",2015,NA
"DE13",2015,NA
"DE14",2015,NA
"DE21",2015,NA
"DE22",2015,NA
"DE23",2015,NA
"DE24",2015,NA
"DE25",2015,NA
"DE26",2015,NA
"DE27",2015,NA
"DE30",2015,NA
"DE40",2015,NA
"DE50",2015,NA
"DE60",2015,NA
"DE71",2015,NA
"DE72",2015,NA
"DE73",2015,NA
"DE80",2015,NA
"DE91",2015,NA
"DE92",2015,NA
"DE93",2015,NA
"DE94",2015,NA
"DEA1",2015,NA
"DEA2",2015,NA
"DEA3",2015,NA
"DEA4",2015,NA
"DEA5",2015,NA
"DEB1",2015,NA
"DEB2",2015,NA
"DEB3",2015,NA
"DEC0",2015,NA
"DED2",2015,NA
"DED4",2015,NA
"DED5",2015,NA
"DEE0",2015,NA
"DEF0",2015,NA
"DEG0",2015,NA
"DK",2015,17.7
"DK01",2015,18.8
"DK02",2015,14
"DK03",2015,17.8
"DK04",2015,16.9
"DK05",2015,21.7
"EE",2015,24.2
"EL",2015,35.7
"EL3",2015,31.5
"EL4",2015,39.4
"EL5",2015,35.6
"EL6",2015,40.4
"ES",2015,28.6
"ES1",2015,24.6
"ES11",2015,25.7
"ES12",2015,24.2
"ES13",2015,20.4
"ES2",2015,17.3
"ES21",2015,17.6
"ES22",2015,13
"ES23",2015,22.1
"ES24",2015,17.7
"ES3",2015,20.5
"ES30",2015,20.5
"ES4",2015,30.6
"ES41",2015,23.3
"ES42",2015,36.7
"ES43",2015,35.2
"ES5",2015,25.1
"ES51",2015,19.8
"ES52",2015,32.9
"ES53",2015,26.3
"ES6",2015,42.4
"ES61",2015,43.2
"ES62",2015,38.8
"ES63",2015,41.7
"ES64",2015,31.8
"ES7",2015,37.9
"ES70",2015,37.9
"FI",2015,16.8
"FI1",2015,16.8
"FI13",2015,NA
"FI18",2015,NA
"FI19_20",2015,18.2
"FI1A",2015,NA
"FI1B",2015,12.3
"FI1C",2015,17.1
"FI1D",2015,20.2
"FI2",2015,16.6
"FR",2015,17.7
"HR",2015,29.1
"HR03",2015,25
"HR04",2015,31.1
"HU",2015,28.2
"HU1",2015,24.3
"HU10",2015,24.3
"HU11",2015,NA
"HU12",2015,NA
"HU2",2015,25
"HU21",2015,24.3
"HU22",2015,19.4
"HU23",2015,31.7
"HU3",2015,33.6
"HU31",2015,37.3
"HU32",2015,34.6
"HU33",2015,29.1
"IE",2015,26
"IE01",2015,NA
"IE02",2015,NA
"IS",2015,12.5
"IT",2015,28.7
"ITC",2015,18.5
"ITC1",2015,18
"ITC2",2015,17.9
"ITC3",2015,25.8
"ITC4",2015,17.6
"ITF",2015,44.3
"ITF1",2015,30.1
"ITF2",2015,31.7
"ITF3",2015,46.1
"ITF4",2015,47.8
"ITF5",2015,41.5
"ITF6",2015,44.2
"ITG",2015,50.8
"ITG1",2015,55.4
"ITG2",2015,36.6
"ITH",2015,15.9
"ITH1",2015,13.7
"ITH2",2015,15.8
"ITH3",2015,16.8
"ITH4",2015,14.5
"ITH5",2015,15.4
"ITI",2015,24
"ITI1",2015,18.6
"ITI2",2015,28.5
"ITI3",2015,23
"ITI4",2015,27
"LT",2015,29.3
"LU",2015,18.5
"LV",2015,30.9
"MK",2015,41.6
"MT",2015,23
"NL",2015,16.4
"NL1",2015,18.4
"NL11",2015,NA
"NL12",2015,NA
"NL13",2015,NA
"NL2",2015,15
"NL21",2015,NA
"NL22",2015,NA
"NL23",2015,NA
"NL3",2015,17.5
"NL31",2015,NA
"NL32",2015,NA
"NL33",2015,NA
"NL34",2015,NA
"NL4",2015,14.2
"NL41",2015,NA
"NL42",2015,NA
"NO",2015,15
"NO01",2015,14.6
"NO02",2015,16.8
"NO03",2015,15.5
"NO04",2015,12.8
"NO05",2015,14.2
"NO06",2015,16.8
"NO07",2015,16.9
"PL",2015,23.4
"PL1",2015,21.2
"PL2",2015,21.6
"PL3",2015,27.6
"PL4",2015,23.7
"PL5",2015,21
"PL6",2015,25.5
"PT",2015,26.6
"RO",2015,37.4
"RO1",2015,29.7
"RO11",2015,28
"RO12",2015,31.6
"RO2",2015,46.2
"RO21",2015,46.3
"RO22",2015,46.2
"RO3",2015,34.4
"RO31",2015,43.5
"RO32",2015,20.5
"RO4",2015,37.6
"RO41",2015,41.9
"RO42",2015,32
"RS",2015,41.7
"SE",2015,18.6
"SE1",2015,17.6
"SE11",2015,14.7
"SE12",2015,21.5
"SE2",2015,19.7
"SE21",2015,18.7
"SE22",2015,21.6
"SE23",2015,18.7
"SE3",2015,18.2
"SE31",2015,18.5
"SE32",2015,16
"SE33",2015,19.4
"SI",2015,19.2
"SI01",2015,20.8
"SI02",2015,17.2
"SK",2015,18.4
"SK01",2015,16.2
"SK02",2015,15.8
"SK03",2015,20.5
"SK04",2015,20.4
"TR",2015,41.3
"UK",2015,23.5
"AT",2016,18
"AT11",2016,15.1
"AT12",2016,13
"AT13",2016,26
"AT21",2016,16.3
"AT22",2016,18.4
"AT31",2016,14.3
"AT32",2016,15.5
"AT33",2016,19.2
"AT34",2016,23.2
"BE",2016,20.7
"BG",2016,40.4
"BG3",2016,44.1
"BG31",2016,46
"BG32",2016,44.3
"BG33",2016,44.1
"BG34",2016,42.4
"BG4",2016,36.6
"BG41",2016,30.1
"BG42",2016,46.2
"CH",2016,17.8
"CH01",2016,20.4
"CH02",2016,20.6
"CH03",2016,15.4
"CH04",2016,13.5
"CH05",2016,16.1
"CH06",2016,13.3
"CH07",2016,33.3
"CY",2016,27.7
"CZ",2016,13.3
"CZ01",2016,10.1
"CZ02",2016,10.3
"CZ03",2016,10
"CZ04",2016,19.5
"CZ05",2016,11.7
"CZ06",2016,11.5
"CZ07",2016,13.1
"CZ08",2016,22.1
"DE",2016,19.7
"DE11",2016,14.6
"DE12",2016,16.2
"DE13",2016,15.3
"DE14",2016,13.7
"DE21",2016,16.2
"DE22",2016,22.2
"DE23",2016,19.3
"DE24",2016,NA
"DE25",2016,23.3
"DE26",2016,21.1
"DE27",2016,17.2
"DE30",2016,24.8
"DE40",2016,20.4
"DE50",2016,28.3
"DE60",2016,20
"DE71",2016,14.4
"DE72",2016,16.4
"DE73",2016,13.7
"DE80",2016,26.3
"DE91",2016,21.2
"DE92",2016,18.8
"DE93",2016,13.9
"DE94",2016,21.5
"DEA1",2016,21.7
"DEA2",2016,19.1
"DEA3",2016,18.2
"DEA4",2016,19.2
"DEA5",2016,23
"DEB1",2016,20.3
"DEB2",2016,15.6
"DEB3",2016,22.7
"DEC0",2016,21.9
"DED2",2016,19.5
"DED4",2016,22.9
"DED5",2016,22.8
"DEE0",2016,24
"DEF0",2016,19.1
"DEG0",2016,23.3
"DK",2016,16.8
"DK01",2016,18.5
"DK02",2016,15.6
"DK03",2016,16.2
"DK04",2016,15.9
"DK05",2016,16.6
"EE",2016,24.4
"EL",2016,35.6
"EL3",2016,31.8
"EL4",2016,37.5
"EL5",2016,35.9
"EL6",2016,40
"ES",2016,27.9
"ES1",2016,23.6
"ES11",2016,25.4
"ES12",2016,18.5
"ES13",2016,24.6
"ES2",2016,16.4
"ES21",2016,15.9
"ES22",2016,13
"ES23",2016,17.4
"ES24",2016,18.7
"ES3",2016,21.7
"ES30",2016,21.7
"ES4",2016,31
"ES41",2016,23.2
"ES42",2016,37.9
"ES43",2016,35.8
"ES5",2016,22.6
"ES51",2016,17.9
"ES52",2016,30.5
"ES53",2016,19.1
"ES6",2016,40.6
"ES61",2016,41.7
"ES62",2016,34.8
"ES63",2016,41.9
"ES64",2016,29.3
"ES7",2016,44.6
"ES70",2016,44.6
"FI",2016,16.6
"FI1",2016,16.6
"FI13",2016,NA
"FI18",2016,NA
"FI19_20",2016,19
"FI1A",2016,NA
"FI1B",2016,12.5
"FI1C",2016,16.3
"FI1D",2016,19.1
"FI2",2016,7.2
"FR",2016,18.2
"HR",2016,27.9
"HR03",2016,23.3
"HR04",2016,30.3
"HU",2016,26.3
"HU1",2016,22.8
"HU10",2016,22.8
"HU11",2016,NA
"HU12",2016,NA
"HU2",2016,22.3
"HU21",2016,21.3
"HU22",2016,18.4
"HU23",2016,27.8
"HU3",2016,32
"HU31",2016,37.6
"HU32",2016,32.1
"HU33",2016,26.7
"IE",2016,24.2
"IE01",2016,NA
"IE02",2016,NA
"IS",2016,12.2
"IT",2016,30
"ITC",2016,21
"ITC1",2016,22.9
"ITC2",2016,20.5
"ITC3",2016,23.9
"ITC4",2016,19.7
"ITF",2016,44.8
"ITF1",2016,31.5
"ITF2",2016,37
"ITF3",2016,49.9
"ITF4",2016,42.2
"ITF5",2016,40
"ITF6",2016,46.7
"ITG",2016,51.3
"ITG1",2016,55.6
"ITG2",2016,38
"ITH",2016,17.1
"ITH1",2016,9.6
