"sex","nuts","year","unempl_pct"
"M","DE24",2008,5.6
"M","DE25",2008,5.5
"M","DE26",2008,3.8
"M","DE27",2008,3.5
"M","DE30",2008,16.6
"M","DE40",2008,11.6
"M","DE50",2008,11.1
"M","DE60",2008,7.6
"M","DE71",2008,6
"M","DE72",2008,6.6
"M","DE73",2008,7.4
"M","DE80",2008,14.8
"M","DE91",2008,8.4
"M","DE92",2008,8.3
"M","DE93",2008,6.3
"M","DE94",2008,6
"M","DEA1",2008,7.7
"M","DEA2",2008,7
"M","DEA3",2008,6.7
"M","DEA4",2008,6.9
"M","DEA5",2008,8.5
"M","DEB1",2008,5.1
"M","DEB2",2008,5
"M","DEB3",2008,5.8
"M","DEC0",2008,7.3
"M","DED2",2008,12.9
"M","DED4",2008,11.8
"M","DED5",2008,15.3
"M","DEE0",2008,13.7
"M","DEF0",2008,6.8
"M","DEG0",2008,9.6
"M","DK01",2008,3.8
"M","DK02",2008,3
"M","DK03",2008,3
"M","DK04",2008,2.7
"M","DK05",2008,2.8
"M","EE00",2008,5.8
"M","EL30",2008,5.1
"M","EL41",2008,NA
"M","EL42",2008,5.6
"M","EL43",2008,3.8
"M","EL51",2008,4.7
"M","EL52",2008,5.3
"M","EL53",2008,7.9
"M","EL54",2008,5.3
"M","EL61",2008,5.7
"M","EL62",2008,5.6
"M","EL63",2008,6.1
"M","EL64",2008,5.2
"M","EL65",2008,3.9
"M","ES11",2008,7.4
"M","ES12",2008,6.8
"M","ES13",2008,5.9
"M","ES21",2008,5.7
"M","ES22",2008,5.6
"M","ES23",2008,6.5
"M","ES24",2008,6.6
"M","ES30",2008,7.8
"M","ES41",2008,6.9
"M","ES42",2008,9.3
"M","ES43",2008,11.1
"M","ES51",2008,9
"M","ES52",2008,10.9
"M","ES53",2008,9.7
"M","ES61",2008,15.3
"M","ES62",2008,11.9
"M","ES63",2008,12.5
"M","ES64",2008,15.4
"M","ES70",2008,16.1
"M","FI19",2008,5.8
"M","FI1B",2008,4.9
"M","FI1C",2008,5.5
"M","FI1D",2008,8.5
"M","FI20",2008,NA
"M","FR10",2008,7.6
"M","FRB0",2008,4.8
"M","FRC1",2008,6.3
"M","FRC2",2008,4.7
"M","FRD1",2008,4.8
"M","FRD2",2008,7.2
"M","FRE1",2008,10.7
"M","FRE2",2008,6.6
"M","FRF1",2008,4.8
"M","FRF2",2008,6.3
"M","FRF3",2008,7.5
"M","FRG0",2008,5.5
"M","FRH0",2008,4.9
"M","FRI1",2008,5.9
"M","FRI2",2008,4.8
"M","FRI3",2008,6.7
"M","FRJ1",2008,9.4
"M","FRJ2",2008,5.4
"M","FRK1",2008,5.4
"M","FRK2",2008,5.9
"M","FRL0",2008,7.9
"M","FRM0",2008,NA
"M","FRY1",2008,18.2
"M","FRY2",2008,20.2
"M","FRY3",2008,15.4
"M","FRY4",2008,22.7
"M","FRY5",2008,NA
"M","HR03",2008,6.5
"M","HR04",2008,7.3
"M","HU10",2008,3.9
"M","HU11",2008,NA
"M","HU12",2008,NA
"M","HU21",2008,5.6
"M","HU22",2008,4
"M","HU23",2008,11
"M","HU31",2008,14.1
"M","HU32",2008,11.9
"M","HU33",2008,8.5
"M","IE01",2008,8.1
"M","IE02",2008,7.4
"M","IE04",2008,NA
"M","IE05",2008,NA
"M","IE06",2008,NA
"M","IS00",2008,3.2
"M","ITC1",2008,4
"M","ITC2",2008,NA
"M","ITC3",2008,4
"M","ITC4",2008,2.9
"M","ITF1",2008,5.2
"M","ITF2",2008,6.9
"M","ITF3",2008,10.4
"M","ITF4",2008,9.3
"M","ITF5",2008,8.7
"M","ITF6",2008,10
"M","ITG1",2008,11.8
"M","ITG2",2008,9.8
"M","ITH1",2008,1.8
"M","ITH2",2008,2.3
"M","ITH3",2008,2.3
"M","ITH4",2008,2.7
"M","ITH5",2008,2.3
"M","ITI1",2008,3.3
"M","ITI2",2008,3.1
"M","ITI3",2008,3.9
"M","ITI4",2008,5.9
"M","LT00",2008,6
"M","LT01",2008,NA
"M","LT02",2008,NA
"M","LU00",2008,4.3
"M","LV00",2008,8.4
"M","ME00",2008,NA
"M","MK00",2008,33.5
"M","MT00",2008,5.6
"M","NL11",2008,4.6
"M","NL12",2008,3.3
"M","NL13",2008,3.8
"M","NL21",2008,2.7
"M","NL22",2008,2.9
"M","NL23",2008,3.5
"M","NL31",2008,2.3
"M","NL32",2008,2.7
"M","NL33",2008,3.2
"M","NL34",2008,2.4
"M","NL41",2008,2.4
"M","NL42",2008,4.1
"M","NO01",2008,3.2
"M","NO02",2008,2.4
"M","NO03",2008,2.9
"M","NO04",2008,1.9
"M","NO05",2008,2.2
"M","NO06",2008,3
"M","NO07",2008,3.5
"M","PL21",2008,5.3
"M","PL22",2008,5.8
"M","PL41",2008,4.6
"M","PL42",2008,9
"M","PL43",2008,5.9
"M","PL51",2008,8.2
"M","PL52",2008,5.9
"M","PL61",2008,8.3
"M","PL62",2008,6
"M","PL63",2008,4.5
"M","PL71",2008,6
"M","PL72",2008,8.8
"M","PL81",2008,8.9
"M","PL82",2008,7.5
"M","PL84",2008,6.3
"M","PL91",2008,NA
"M","PL92",2008,NA
"M","PT11",2008,7.4
"M","PT15",2008,5.4
"M","PT16",2008,3.9
"M","PT17",2008,8.1
"M","PT18",2008,6.6
"M","PT20",2008,NA
"M","PT30",2008,NA
"M","RO11",2008,4.7
"M","RO12",2008,9.7
"M","RO21",2008,5.4
"M","RO22",2008,8
"M","RO31",2008,7
"M","RO32",2008,4.1
"M","RO41",2008,8
"M","RO42",2008,6.6
"M","RS11",2008,NA
"M","RS12",2008,NA
"M","RS21",2008,NA
"M","RS22",2008,NA
"M","SE11",2008,5.1
"M","SE12",2008,6.1
"M","SE21",2008,4.7
"M","SE22",2008,6.6
"M","SE23",2008,6.2
"M","SE31",2008,5.9
"M","SE32",2008,7.3
"M","SE33",2008,7.3
"M","SI01",2008,4.4
"M","SI02",2008,3.5
"M","SI03",2008,NA
"M","SI04",2008,NA
"M","SK01",2008,3.4
"M","SK02",2008,4.7
"M","SK03",2008,12.3
"M","SK04",2008,11.6
"M","TR10",2008,9.4
"M","TR21",2008,8.5
"M","TR22",2008,5.7
"M","TR31",2008,10
"M","TR32",2008,8.9
"M","TR33",2008,7.1
"M","TR41",2008,8.8
"M","TR42",2008,8.8
"M","TR51",2008,9.3
"M","TR52",2008,8
"M","TR61",2008,7.8
"M","TR62",2008,13.3
"M","TR63",2008,14.6
"M","TR71",2008,8.7
"M","TR72",2008,10
"M","TR81",2008,7.3
"M","TR82",2008,5.2
"M","TR83",2008,7.1
"M","TR90",2008,4.5
"M","TRA1",2008,6.5
"M","TRA2",2008,7
"M","TRB1",2008,12.1
"M","TRB2",2008,13.7
"M","TRC1",2008,17.2
"M","TRC2",2008,14.2
"M","TRC3",2008,16.2
"M","UKC1",2008,8.3
"M","UKC2",2008,8
"M","UKD1",2008,3.2
"M","UKD3",2008,8.4
"M","UKD4",2008,6.2
"M","UKD6",2008,6.3
"M","UKD7",2008,9.8
"M","UKE1",2008,5.5
"M","UKE2",2008,4.1
"M","UKE3",2008,9
"M","UKE4",2008,6.7
"M","UKF1",2008,5.4
"M","UKF2",2008,6.7
"M","UKF3",2008,5.3
"M","UKG1",2008,4.3
"M","UKG2",2008,5
"M","UKG3",2008,10.7
"M","UKH1",2008,4.7
"M","UKH2",2008,5.2
"M","UKH3",2008,5.4
"M","UKI1",2008,7.7
"M","UKI2",2008,6.7
"M","UKI3",2008,NA
"M","UKI4",2008,NA
"M","UKI5",2008,NA
"M","UKI6",2008,NA
"M","UKI7",2008,NA
"M","UKJ1",2008,4.2
"M","UKJ2",2008,4.6
"M","UKJ3",2008,3.6
"M","UKJ4",2008,5.4
"M","UKK1",2008,4
"M","UKK2",2008,4.5
"M","UKK3",2008,5.6
"M","UKK4",2008,4.5
"M","UKL1",2008,6.9
"M","UKL2",2008,6.1
"M","UKM2",2008,5.2
"M","UKM3",2008,6.1
"M","UKM5",2008,3
"M","UKM6",2008,NA
"M","UKM7",2008,NA
"M","UKM8",2008,NA
"M","UKM9",2008,NA
"M","UKN0",2008,5.8
"T","AT11",2008,4.2
"T","AT12",2008,3.7
"T","AT13",2008,7.3
"T","AT21",2008,3.6
"T","AT22",2008,3.8
"T","AT31",2008,2.7
"T","AT32",2008,2.8
"T","AT33",2008,2.6
"T","AT34",2008,4.1
"T","BE10",2008,15.9
"T","BE21",2008,4.6
"T","BE22",2008,4.4
"T","BE23",2008,3.6
"T","BE24",2008,4.2
"T","BE25",2008,2.7
"T","BE31",2008,6.5
"T","BE32",2008,11.6
"T","BE33",2008,10.5
"T","BE34",2008,7.7
"T","BE35",2008,8.8
"T","BG31",2008,7.1
"T","BG32",2008,8.5
"T","BG33",2008,8.6
"T","BG34",2008,5.8
"T","BG41",2008,2.9
"T","BG42",2008,5.1
"T","CH01",2008,4.6
"T","CH02",2008,3.3
"T","CH03",2008,3.1
"T","CH04",2008,3.1
"T","CH05",2008,2.7
"T","CH06",2008,2.3
"T","CH07",2008,5
"T","CY00",2008,3.7
"T","CZ01",2008,1.9
"T","CZ02",2008,2.6
"T","CZ03",2008,3.1
"T","CZ04",2008,7.8
"T","CZ05",2008,4
"T","CZ06",2008,4
"T","CZ07",2008,4.9
"T","CZ08",2008,7.4
"T","DE11",2008,4.3
"T","DE12",2008,4.8
"T","DE13",2008,3.8
"T","DE14",2008,3.8
"T","DE21",2008,3.4
"T","DE22",2008,4.2
"T","DE23",2008,4.2
"T","DE24",2008,6.2
"T","DE25",2008,5.5
"T","DE26",2008,4.4
"T","DE27",2008,4.1
"T","DE30",2008,15.2
"T","DE40",2008,11.5
"T","DE50",2008,9.6
"T","DE60",2008,7.1
"T","DE71",2008,6.1
"T","DE72",2008,6.6
"T","DE73",2008,7.5
"T","DE80",2008,14.7
"T","DE91",2008,8.7
"T","DE92",2008,7.6
"T","DE93",2008,6.3
"T","DE94",2008,6.2
"T","DEA1",2008,7.4
"T","DEA2",2008,7
"T","DEA3",2008,6.4
"T","DEA4",2008,7.2
"T","DEA5",2008,8.7
"T","DEB1",2008,5.8
"T","DEB2",2008,5.2
"T","DEB3",2008,5.7
"T","DEC0",2008,7.1
"T","DED2",2008,12.3
"T","DED4",2008,12.7
"T","DED5",2008,14.3
"T","DEE0",2008,14.5
"T","DEF0",2008,6.8
"T","DEG0",2008,10.7
"T","DK01",2008,3.7
"T","DK02",2008,3.4
"T","DK03",2008,3.3
"T","DK04",2008,3.2
"T","DK05",2008,3.7
"T","EE00",2008,5.5
"T","EL30",2008,6.7
"T","EL41",2008,4.7
"T","EL42",2008,8.3
"T","EL43",2008,6.4
"T","EL51",2008,8.8
"T","EL52",2008,8.4
"T","EL53",2008,12.5
"T","EL54",2008,9.9
"T","EL61",2008,8.3
"T","EL62",2008,8.3
"T","EL63",2008,9.9
"T","EL64",2008,8.5
"T","EL65",2008,7
"T","ES11",2008,8.6
"T","ES12",2008,8.5
"T","ES13",2008,7.2
"T","ES21",2008,6.6
"T","ES22",2008,6.8
"T","ES23",2008,7.9
"T","ES24",2008,7.3
"T","ES30",2008,8.6
"T","ES41",2008,9.6
"T","ES42",2008,11.7
"T","ES43",2008,15.4
"T","ES51",2008,8.9
"T","ES52",2008,12
"T","ES53",2008,10.2
"T","ES61",2008,17.7
"T","ES62",2008,12.4
"T","ES63",2008,17.4
"T","ES64",2008,20
"T","ES70",2008,17.2
"T","FI19",2008,6.5
"T","FI1B",2008,4.8
"T","FI1C",2008,6.2
"T","FI1D",2008,8.7
"T","FI20",2008,NA
"T","FR10",2008,6.9
"T","FRB0",2008,5.5
"T","FRC1",2008,6.4
"T","FRC2",2008,6.9
"T","FRD1",2008,6.3
"T","FRD2",2008,8.4
"T","FRE1",2008,11
"T","FRE2",2008,7.2
"T","FRF1",2008,5.9
"T","FRF2",2008,7.5
"T","FRF3",2008,8.1
"T","FRG0",2008,6.1
"T","FRH0",2008,5.2
"T","FRI1",2008,7.1
"T","FRI2",2008,5.4
"T","FRI3",2008,7
"T","FRJ1",2008,9.4
"T","FRJ2",2008,6.1
"T","FRK1",2008,6.4
"T","FRK2",2008,6.3
"T","FRL0",2008,7.8
"T","FRM0",2008,7.9
"T","FRY1",2008,21.9
"T","FRY2",2008,22.3
"T","FRY3",2008,21.4
"T","FRY4",2008,24.4
"T","FRY5",2008,NA
"T","HR03",2008,8.7
"T","HR04",2008,8.5
"T","HU10",2008,4.5
"T","HU11",2008,NA
"T","HU12",2008,NA
"T","HU21",2008,5.8
"T","HU22",2008,5
"T","HU23",2008,10.3
"T","HU31",2008,13.3
"T","HU32",2008,12.1
"T","HU33",2008,8.7
"T","IE01",2008,7.4
"T","IE02",2008,6.5
"T","IE04",2008,NA
"T","IE05",2008,NA
"T","IE06",2008,NA
"T","IS00",2008,2.9
"T","ITC1",2008,5.1
"T","ITC2",2008,3.3
"T","ITC3",2008,5.4
"T","ITC4",2008,3.7
"T","ITF1",2008,6.6
"T","ITF2",2008,9.1
"T","ITF3",2008,12.5
"T","ITF4",2008,11.6
"T","ITF5",2008,11
"T","ITF6",2008,12
"T","ITG1",2008,13.7
"T","ITG2",2008,12.2
"T","ITH1",2008,2.3
"T","ITH2",2008,3.3
"T","ITH3",2008,3.4
"T","ITH4",2008,4.3
"T","ITH5",2008,3.2
"T","ITI1",2008,5
"T","ITI2",2008,4.8
"T","ITI3",2008,4.7
"T","ITI4",2008,7.5
"T","LT00",2008,5.8
"T","LT01",2008,NA
"T","LT02",2008,NA
"T","LU00",2008,5.1
"T","LV00",2008,7.7
"T","ME00",2008,NA
"T","MK00",2008,33.8
"T","MT00",2008,6
"T","NL11",2008,5.9
"T","NL12",2008,3.8
"T","NL13",2008,4.4
"T","NL21",2008,3.5
"T","NL22",2008,3.5
"T","NL23",2008,4.2
"T","NL31",2008,2.8
"T","NL32",2008,3.5
"T","NL33",2008,3.8
"T","NL34",2008,2.7
"T","NL41",2008,3.2
"T","NL42",2008,4.6
"T","NO01",2008,2.9
"T","NO02",2008,2.4
"T","NO03",2008,2.7
"T","NO04",2008,1.8
"T","NO05",2008,2.1
"T","NO06",2008,3.3
"T","NO07",2008,2.9
"T","PL21",2008,6.2
"T","PL22",2008,6.6
"T","PL41",2008,6.1
"T","PL42",2008,9.5
"T","PL43",2008,6.5
"T","PL51",2008,9.1
"T","PL52",2008,6.5
"T","PL61",2008,9.1
"T","PL62",2008,7.4
"T","PL63",2008,5.5
"T","PL71",2008,6.7
"T","PL72",2008,8.8
"T","PL81",2008,8.8
"T","PL82",2008,8.2
"T","PL84",2008,6.4
"T","PL91",2008,NA
"T","PL92",2008,NA
"T","PT11",2008,8.6
"T","PT15",2008,7
"T","PT16",2008,5.3
"T","PT17",2008,8.2
"T","PT18",2008,8.9
"T","PT20",2008,5.4
"T","PT30",2008,5.9
"T","RO11",2008,3.8
"T","RO12",2008,8.5
"T","RO21",2008,4.5
"T","RO22",2008,7.2
"T","RO31",2008,6.8
"T","RO32",2008,3.4
"T","RO41",2008,6.5
"T","RO42",2008,5.7
"T","RS11",2008,NA
"T","RS12",2008,NA
"T","RS21",2008,NA
"T","RS22",2008,NA
"T","SE11",2008,5.2
"T","SE12",2008,6.9
"T","SE21",2008,5
"T","SE22",2008,7.4
"T","SE23",2008,6.1
"T","SE31",2008,6.6
"T","SE32",2008,7.1
"T","SE33",2008,6.6
"T","SI01",2008,5.2
"T","SI02",2008,3.4
"T","SI03",2008,NA
"T","SI04",2008,NA
"T","SK01",2008,3.4
"T","SK02",2008,6.4
"T","SK03",2008,13.1
"T","SK04",2008,13.2
"T","TR10",2008,10
"T","TR21",2008,9.9
"T","TR22",2008,6.2
"T","TR31",2008,10.9
"T","TR32",2008,9.6
"T","TR33",2008,7
"T","TR41",2008,9.7
"T","TR42",2008,9.7
"T","TR51",2008,10.8
"T","TR52",2008,9.1
"T","TR61",2008,8.5
"T","TR62",2008,14.4
"T","TR63",2008,14.1
"T","TR71",2008,8.1
"T","TR72",2008,10.1
"T","TR81",2008,5.9
"T","TR82",2008,4.9
"T","TR83",2008,6.3
"T","TR90",2008,4.3
"T","TRA1",2008,5.2
"T","TRA2",2008,4.8
"T","TRB1",2008,12.3
"T","TRB2",2008,12.6
"T","TRC1",2008,15
"T","TRC2",2008,12.8
"T","TRC3",2008,15.8
"T","UKC1",2008,7.8
"T","UKC2",2008,7.2
"T","UKD1",2008,3.1
"T","UKD3",2008,7.6
"T","UKD4",2008,5.4
"T","UKD6",2008,5
"T","UKD7",2008,8.5
"T","UKE1",2008,5.1
"T","UKE2",2008,2.8
"T","UKE3",2008,8.1
"T","UKE4",2008,6.4
"T","UKF1",2008,5.2
"T","UKF2",2008,6
"T","UKF3",2008,6.2
"T","UKG1",2008,4.3
"T","UKG2",2008,4.4
"T","UKG3",2008,9.3
"T","UKH1",2008,4.5
"T","UKH2",2008,4.7
"T","UKH3",2008,5.1
"T","UKI1",2008,8
"T","UKI2",2008,6.6
"T","UKI3",2008,NA
"T","UKI4",2008,NA
"T","UKI5",2008,NA
"T","UKI6",2008,NA
"T","UKI7",2008,NA
"T","UKJ1",2008,4.1
"T","UKJ2",2008,4.4
"T","UKJ3",2008,3.5
"T","UKJ4",2008,5.3
"T","UKK1",2008,3.7
"T","UKK2",2008,4.1
"T","UKK3",2008,5.7
"T","UKK4",2008,3.8
"T","UKL1",2008,6.1
"T","UKL2",2008,5.6
"T","UKM2",2008,4.8
"T","UKM3",2008,5.4
"T","UKM5",2008,3
"T","UKM6",2008,2
"T","UKM7",2008,NA
"T","UKM8",2008,NA
"T","UKM9",2008,NA
"T","UKN0",2008,4.4
"F","AT11",2009,5.5
"F","AT12",2009,4.5
"F","AT13",2009,7.5
"F","AT21",2009,4.7
"F","AT22",2009,4.7
"F","AT31",2009,4.4
"F","AT32",2009,3.7
"F","AT33",2009,3.4
"F","AT34",2009,5.7
"F","BE10",2009,15.7
"F","BE21",2009,6.1
"F","BE22",2009,5.4
"F","BE23",2009,4.3
"F","BE24",2009,4.6
"F","BE25",2009,4.1
"F","BE31",2009,7.1
"F","BE32",2009,14.4
"F","BE33",2009,12.7
"F","BE34",2009,7.8
"F","BE35",2009,9.7
"F","BG31",2009,7.7
"F","BG32",2009,8.2
"F","BG33",2009,10.2
"F","BG34",2009,7.1
"F","BG41",2009,3.9
"F","BG42",2009,6.8
"F","CH01",2009,5.9
"F","CH02",2009,4.2
"F","CH03",2009,5
"F","CH04",2009,4
"F","CH05",2009,3.9
"F","CH06",2009,3.5
"F","CH07",2009,5.4
"F","CY00",2009,5.5
"F","CZ01",2009,3.2
"F","CZ02",2009,5.2
"F","CZ03",2009,6.1
"F","CZ04",2009,12.5
"F","CZ05",2009,8.8
"F","CZ06",2009,7.5
"F","CZ07",2009,8.8
"F","CZ08",2009,10.9
"F","DE11",2009,5.6
"F","DE12",2009,5.3
"F","DE13",2009,4.2
"F","DE14",2009,5.1
"F","DE21",2009,4
"F","DE22",2009,5.1
"F","DE23",2009,5.1
"F","DE24",2009,6.8
"F","DE25",2009,6.7
"F","DE26",2009,6
"F","DE27",2009,4.7
"F","DE30",2009,11.6
"F","DE40",2009,10.3
"F","DE50",2009,7
"F","DE60",2009,5.8
"F","DE71",2009,6.1
"F","DE72",2009,6.5
"F","DE73",2009,6.3
"F","DE80",2009,13
"F","DE91",2009,8.1
"F","DE92",2009,7
"F","DE93",2009,5.4
"F","DE94",2009,5.8
"F","DEA1",2009,6.8
"F","DEA2",2009,6.6
"F","DEA3",2009,6.5
"F","DEA4",2009,7
"F","DEA5",2009,8.4
"F","DEB1",2009,6.5
"F","DEB2",2009,4.4
"F","DEB3",2009,5.5
"F","DEC0",2009,8.4
"F","DED2",2009,11.5
"F","DED4",2009,13
"F","DED5",2009,12.4
"F","DEE0",2009,13.4
"F","DEF0",2009,7
"F","DEG0",2009,10.6
"F","DK01",2009,5.6
"F","DK02",2009,4.5
"F","DK03",2009,5.3
"F","DK04",2009,5.1
"F","DK05",2009,6.3
"F","EE00",2009,10.3
"F","EL30",2009,11.3
"F","EL41",2009,12.4
"F","EL42",2009,17.6
"F","EL43",2009,12.4
"F","EL51",2009,15.8
"F","EL52",2009,14.3
"F","EL53",2009,16.8
"F","EL54",2009,16.3
"F","EL61",2009,13
"F","EL62",2009,14.1
"F","EL63",2009,15.5
"F","EL64",2009,16.7
"F","EL65",2009,12.9
"F","ES11",2009,13.4
"F","ES12",2009,14.3
"F","ES13",2009,12.6
"F","ES21",2009,11.6
"F","ES22",2009,11.9
"F","ES23",2009,12.7
"F","ES24",2009,12.6
"F","ES30",2009,13.8
"F","ES41",2009,16.5
"F","ES42",2009,21.4
"F","ES43",2009,25
"F","ES51",2009,15
"F","ES52",2009,20.5
"F","ES53",2009,16.2
"F","ES61",2009,26.8
"F","ES62",2009,18.5
"F","ES63",2009,27.4
"F","ES64",2009,32.1
"F","ES70",2009,26.5
"F","FI19",2009,8.4
"F","FI1B",2009,5.3
"F","FI1C",2009,8
"F","FI1D",2009,9.7
"F","FI20",2009,NA
"F","FR10",2009,7.3
"F","FRB0",2009,6.7
"F","FRC1",2009,7.8
"F","FRC2",2009,8.6
"F","FRD1",2009,7.4
"F","FRD2",2009,10.9
"F","FRE1",2009,12.9
"F","FRE2",2009,9.9
"F","FRF1",2009,8.4
"F","FRF2",2009,9.7
"F","FRF3",2009,10.7
"F","FRG0",2009,8.7
"F","FRH0",2009,6.8
"F","FRI1",2009,9
"F","FRI2",2009,6.4
"F","FRI3",2009,8.8
"F","FRJ1",2009,12.7
"F","FRJ2",2009,9.8
"F","FRK1",2009,7.8
"F","FRK2",2009,8.5
"F","FRL0",2009,9
"F","FRM0",2009,NA
"F","FRY1",2009,26.3
"F","FRY2",2009,23
"F","FRY3",2009,25.9
"F","FRY4",2009,29
"F","FRY5",2009,NA
"F","HR03",2009,12
"F","HR04",2009,10.1
"F","HU10",2009,5.9
"F","HU11",2009,NA
"F","HU12",2009,NA
"F","HU21",2009,9.6
"F","HU22",2009,9.2
"F","HU23",2009,11
"F","HU31",2009,13.9
"F","HU32",2009,13.9
"F","HU33",2009,10.9
"F","IE01",2009,10
"F","IE02",2009,9.3
"F","IE04",2009,NA
"F","IE05",2009,NA
"F","IE06",2009,NA
"F","IS00",2009,5.7
"F","ITC1",2009,7.8
"F","ITC2",2009,NA
"F","ITC3",2009,7.1
"F","ITC4",2009,6.3
"F","ITF1",2009,10.2
"F","ITF2",2009,11
"F","ITF3",2009,16
"F","ITF4",2009,16.2
"F","ITF5",2009,13.9
"F","ITF6",2009,13.7
"F","ITG1",2009,16.4
"F","ITG2",2009,16
"F","ITH1",2009,3.4
"F","ITH2",2009,4.6
"F","ITH3",2009,6.3
"F","ITH4",2009,6.3
"F","ITH5",2009,5.5
"F","ITI1",2009,7.8
"F","ITI2",2009,9.1
"F","ITI3",2009,7.3
"F","ITI4",2009,10.6
"F","LT00",2009,10.5
"F","LT01",2009,NA
"F","LT02",2009,NA
"F","LU00",2009,6.1
"F","LV00",2009,14.1
"F","ME00",2009,NA
"F","MK00",2009,32.8
"F","MT00",2009,7.6
"F","NL11",2009,7.6
"F","NL12",2009,5.3
"F","NL13",2009,4.8
"F","NL21",2009,4.5
"F","NL22",2009,4.4
"F","NL23",2009,5.1
"F","NL31",2009,4.5
"F","NL32",2009,4.7
"F","NL33",2009,5.4
"F","NL34",2009,2.9
"F","NL41",2009,4.6
"F","NL42",2009,5.4
"F","NO01",2009,3
"F","NO02",2009,2.1
"F","NO03",2009,2.5
"F","NO04",2009,1.7
"F","NO05",2009,2.3
"F","NO06",2009,3.4
"F","NO07",2009,3.4
"F","PL21",2009,8.3
"F","PL22",2009,7.8
"F","PL41",2009,9.5
"F","PL42",2009,10.8
"F","PL43",2009,9.3
"F","PL51",2009,10.3
"F","PL52",2009,10.7
"F","PL61",2009,10.6
"F","PL62",2009,10
"F","PL63",2009,6.8
"F","PL71",2009,8.1
"F","PL72",2009,10
"F","PL81",2009,9.2
"F","PL82",2009,11
"F","PL84",2009,7.1
"F","PL91",2009,NA
"F","PL92",2009,NA
"F","PT11",2009,12.2
"F","PT15",2009,11.6
"F","PT16",2009,7.1
"F","PT17",2009,9.9
"F","PT18",2009,11.9
"F","PT20",2009,NA
"F","PT30",2009,NA
"F","RO11",2009,5.1
"F","RO12",2009,8.8
"F","RO21",2009,5
"F","RO22",2009,6.7
"F","RO31",2009,8
"F","RO32",2009,3.6
"F","RO41",2009,4.7
"F","RO42",2009,4.5
"F","RS11",2009,NA
"F","RS12",2009,NA
"F","RS21",2009,NA
"F","RS22",2009,NA
"F","SE11",2009,6.5
"F","SE12",2009,9.4
"F","SE21",2009,7.1
"F","SE22",2009,8.6
"F","SE23",2009,8.3
"F","SE31",2009,9
"F","SE32",2009,7.4
"F","SE33",2009,7.9
"F","SI01",2009,7.4
"F","SI02",2009,4
"F","SI03",2009,NA
"F","SI04",2009,NA
"F","SK01",2009,3.8
"F","SK02",2009,11.5
"F","SK03",2009,15.4
"F","SK04",2009,17
"F","TR10",2009,18.9
"F","TR21",2009,15.5
"F","TR22",2009,8.2
"F","TR31",2009,16.9
"F","TR32",2009,16.3
"F","TR33",2009,8.5
"F","TR41",2009,15
"F","TR42",2009,15.1
"F","TR51",2009,14.6
"F","TR52",2009,9.5
"F","TR61",2009,11.6
"F","TR62",2009,23.2
"F","TR63",2009,11.4
"F","TR71",2009,8.7
"F","TR72",2009,11.3
"F","TR81",2009,5
"F","TR82",2009,9.4
"F","TR83",2009,4.9
"F","TR90",2009,3.3
"F","TRA1",2009,2.6
"F","TRA2",2009,2
"F","TRB1",2009,11.4
"F","TRB2",2009,6.4
"F","TRC1",2009,7.9
"F","TRC2",2009,7.6
"F","TRC3",2009,9.6
"F","UKC1",2009,7.4
"F","UKC2",2009,6.9
"F","UKD1",2009,5.5
"F","UKD3",2009,8.2
"F","UKD4",2009,5.4
"F","UKD6",2009,6.6
"F","UKD7",2009,5.8
"F","UKE1",2009,7
"F","UKE2",2009,4.2
"F","UKE3",2009,7.6
"F","UKE4",2009,7.6
"F","UKF1",2009,5.6
"F","UKF2",2009,6.3
"F","UKF3",2009,6.5
"F","UKG1",2009,5.3
"F","UKG2",2009,5.7
"F","UKG3",2009,9.9
"F","UKH1",2009,5.3
"F","UKH2",2009,4.7
"F","UKH3",2009,7.3
"F","UKI1",2009,9.8
"F","UKI2",2009,8.5
"F","UKI3",2009,NA
"F","UKI4",2009,NA
"F","UKI5",2009,NA
"F","UKI6",2009,NA
"F","UKI7",2009,NA
"F","UKJ1",2009,4.6
"F","UKJ2",2009,4.9
"F","UKJ3",2009,5.3
"F","UKJ4",2009,5.4
"F","UKK1",2009,4.8
"F","UKK2",2009,5.2
"F","UKK3",2009,4.9
"F","UKK4",2009,5.9
"F","UKL1",2009,6.7
"F","UKL2",2009,5.7
"F","UKM2",2009,6.5
"F","UKM3",2009,5.4
"F","UKM5",2009,4.4
"F","UKM6",2009,4.9
"F","UKM7",2009,NA
"F","UKM8",2009,NA
"F","UKM9",2009,NA
"F","UKN0",2009,4.2
"M","AT11",2009,4.6
"M","AT12",2009,4.8
"M","AT13",2009,9.8
"M","AT21",2009,4.5
"M","AT22",2009,5.3
"M","AT31",2009,4
"M","AT32",2009,3.4
"M","AT33",2009,3.2
"M","AT34",2009,5.5
"M","BE10",2009,15.8
"M","BE21",2009,5.5
"M","BE22",2009,5.4
"M","BE23",2009,4.1
"M","BE24",2009,5.2
"M","BE25",2009,4.5
"M","BE31",2009,6.6
"M","BE32",2009,12.3
"M","BE33",2009,11.6
"M","BE34",2009,7
"M","BE35",2009,9.1
"M","BG31",2009,8.3
"M","BG32",2009,8.5
"M","BG33",2009,10.6
"M","BG34",2009,6.2
"M","BG41",2009,4.3
"M","BG42",2009,7.6
